capture,category,detail,mapping_count,Size,Rss,Pss,Shared_Clean,Shared_Dirty,Private_Clean,Private_Dirty,Anonymous,Swap
idle,gguf_weights,LFM2.5-Audio-1.5B-Q4_0.gguf,1,677120,677120,677120,0,0,677120,0,0,0
idle,anonymous,[anon:scudo:secondary],71,1115216,348644,348644,0,0,0,348644,348644,0
idle,gguf_weights,tokenizer-LFM2.5-Audio-1.5B-Q4_0.gguf,1,47044,47044,47044,0,0,47044,0,0,0
idle,anonymous,[anon:scudo:primary],33,29696,23200,23200,0,0,0,23200,23200,0
idle,shared_libraries,libliquid-audio.so,3,2428,1852,1852,0,0,1804,48,48,0
idle,shared_libraries,libllama.so,3,2080,1696,1696,0,0,1648,48,48,0
idle,shared_libraries,liblfmserver.so,3,1248,1056,1056,0,0,1028,28,28,0
idle,other_file_backed,/apex/com.android.runtime/bin/linker64,4,1492,916,54,872,0,0,44,44,0
idle,shared_libraries,libggml-base.so,3,932,868,868,0,0,832,36,36,0
idle,shared_libraries,libc++.so,4,1028,816,39,780,0,0,36,36,0
idle,shared_libraries,libc.so,4,960,768,21,748,0,0,20,20,0
idle,anonymous,[anon:.bss],16,944,712,712,0,0,0,712,712,0
idle,shared_libraries,libggml.so,3,660,660,660,0,0,632,28,28,0
idle,shared_libraries,libggml-cpu-android_armv8.6_1.so,3,700,616,616,0,0,600,16,16,0
idle,shared_libraries,libmtmd.so,3,684,492,492,0,0,476,16,16,0
idle,device_mappings,/dev/__properties__/property_info,2,280,256,0,0,256,0,0,0,0
idle,shared_libraries,libm.so,4,228,180,11,172,0,0,8,8,0
idle,anonymous,[anon:bionic_alloc_small_objects],14,116,116,116,0,0,0,116,116,0
idle,anonymous,[stack],1,136,92,92,0,0,0,92,92,0
idle,anonymous,[anon:System property context nodes],2,48,48,48,0,0,0,48,48,0
idle,shared_libraries,libnetd_client.so,4,40,40,8,32,0,0,8,8,0
idle,anonymous,[anon:linker_alloc],4,1920,28,28,0,0,0,28,28,0
idle,anonymous,[anon:stack_and_tls:10470],1,1008,20,20,0,0,0,20,20,0
idle,anonymous,[anon:cfi shadow],9,2097152,16,16,0,0,0,16,16,0
idle,device_mappings,/dev/__properties__/u:object_r:build_prop:s0,1,128,16,0,0,16,0,0,0,0
